Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Bowker Building,New York,,05NR05486,-73.98336679,40.7436568,POINT (-73.98336679 40.7436568)
"216-264 Ovington Avenue, Houses at",Kings,6/5/2007,06NR05692,-74.02773206,40.63496892,POINT (-74.02773206 40.63496892)
Hanover Square Historic District,Chemung,10/29/1982,90NR00150,-76.82093484,42.16757285,POINT (-76.82093484 42.16757285)
"Bixby, Constant Riley W., House",Niagara,11/15/2002,02NR04950,-78.49277155,43.26163158,POINT (-78.49277155 43.26163158)
72nd Street Subway Station (IRT),New York,9/17/2004,04NR05277,-73.98185164,40.77865623,POINT (-73.98185164 40.77865623)
"Mills, Harriet May, Residence",Onondaga,1/24/2002,01NR01806,-76.17349252,43.05409481,POINT (-76.17349252 43.05409481)
Sunnyside Gardens Historic District,Queens,9/7/1984,90NR01583,-73.9165611,40.74794201,POINT (-73.9165611 40.74794201)
United States Post Office-Kensington Station,Kings,11/17/1988,90NR01338,-73.97923098,40.64382187,POINT (-73.97923098 40.64382187)
Nazareth House,Monroe,4/12/1984,90NR01466,-77.60858222,43.14411668,POINT (-77.60858222 43.14411668)
"Catt, Carrie Chapman, House",Westchester,5/4/2006,03NR05165,-73.81510323,41.17413439,POINT (-73.81510323 41.17413439)
United States Post Office-Oneida,Madison,5/11/1989,90NR01419,-75.65287397,43.09418177,POINT (-75.65287397 43.09418177)
Thornden Park,Onondaga,12/29/1994,90NR01699,-76.12591995,43.04177001,POINT (-76.12591995 43.04177001)
Valley Falls Historic District,Rensselaer,11/9/2018,18NR00024,-73.56145953,42.90201574,POINT (-73.56145953 42.90201574)
Van Alstyne House,Montgomery,9/8/1983,90NR01525,-74.57232653,42.90361512,POINT (-74.57232653 42.90361512)
Putnam and Mellor Engine and Hose Company Firehouse,Westchester,9/15/1983,90NR02493,-73.6651265,40.99892224,POINT (-73.6651265 40.99892224)
North Broad Street Historic District,Chenango,11/21/1978,90NR00158,-75.5244202,42.53655604,POINT (-75.5244202 42.53655604)
Saugerties and New York Steamboat Company Warehouses,Ulster,11/9/2017,17NR00065,-73.94380985,42.0700548,POINT (-73.94380985 42.0700548)
Pennsylvania Railroad Station,Chautauqua,8/6/1993,93NR00447,-79.49555814,42.24441816,POINT (-79.49555814 42.24441816)
Newton Homestead,Chenango,6/3/1982,90NR00154,-75.78511279,42.65156758,POINT (-75.78511279 42.65156758)
American Hotel,Schoharie,9/9/1975,90NR02688,-74.6168718,42.79344128,POINT (-74.6168718 42.79344128)
Stephen Simmons Farmhouse,Jefferson,10/18/1989,90NR01143,-76.07783881,43.93645152,POINT (-76.07783881 43.93645152)
United Methodist Church,Suffolk,4/19/1984,90NR01911,-73.0150138,40.76410484,POINT (-73.0150138 40.76410484)
"Hilton Avenue, Building at 45",Nassau,11/14/1978,91NR00229,-73.6371379,40.72232707,POINT (-73.6371379 40.72232707)
Italian Center,Dutchess,4/19/1972,90NR00373,-73.92972206,41.70678926,POINT (-73.92972206 41.70678926)
COMMUNITY OF TRUE INSPIRATION (EBENZER) RESIDENCE,Erie,6/25/2013,13NR06429,-78.75034408,42.83324354,POINT (-78.75034408 42.83324354)
Elliot-Buckley House,Ulster,9/29/2011,11NR06213,-73.97151733,41.59700727,POINT (-73.97151733 41.59700727)
Glen Wild Methodist Church,Sullivan,5/10/1984,90NR01048,-74.58807126,41.66613527,POINT (-74.58807126 41.66613527)
Delaware Avenue Baptist Church,Erie,,17NR00038,-78.87003761,42.91015795,POINT (-78.87003761 42.91015795)
Dock Hill Road Extension Stone Arch Bridge,Orange,1/13/2010,09NR06041,-74.00694553,41.44300076,POINT (-74.00694553 41.44300076)
First Methodist Episcopal Church of Perry,Wyoming,9/28/2006,06NR05594,-78.00345736,42.71947238,POINT (-78.00345736 42.71947238)
Oulagisket,Putnam,11/23/1982,90NR02374,-73.93603138,41.37616876,POINT (-73.93603138 41.37616876)
Congregation Chevra Linath Hazedeck,Kings,2/16/2016,15NR00113,-73.98390261,40.64278746,POINT (-73.98390261 40.64278746)
Public School 35,New York,10/27/1980,90NR00885,-73.96589908,40.75488454,POINT (-73.96589908 40.75488454)
"49 East 80th Street, House at",New York,11/15/2007,07NR05765,-73.96102581,40.7770061,POINT (-73.96102581 40.7770061)
Valentown Hall,Ontario,5/9/1997,97NR01204,-77.43538858,43.02635298,POINT (-77.43538858 43.02635298)
"Benton, Dr. Abner, House",Jefferson,8/23/1984,90NR01118,-75.62728328,44.28981885,POINT (-75.62728328 44.28981885)
York Lodge,Madison,7/15/1991,91NR00146,-75.85713408,42.93906838,POINT (-75.85713408 42.93906838)
"593 Cornwallville Rd., Cornwallville",Greene,5/30/2018,16NR00140,-74.14280411,42.3462563,POINT (-74.14280411 42.3462563)
The Women's National Republican Club,New York,2/27/2013,12NR06397,-73.97732093,40.75965746,POINT (-73.97732093 40.75965746)
East Hill Historic District,Tompkins,8/14/1986,90NR02264,-76.49027739,42.44036895,POINT (-76.49027739 42.44036895)
Central New York Telephone and Telegraph Building,Onondaga,4/3/1973,90NR02104,-76.14908048,43.04817436,POINT (-76.14908048 43.04817436)
Woodlawn Station (IRT),Bronx,7/6/2005,04NR05373,-73.87878279,40.88604405,POINT (-73.87878279 40.88604405)
Kelly Residence,Onondaga,2/14/1997,96NR01118,-76.1165023,43.04591207,POINT (-76.1165023 43.04591207)
Hamilton Grange National Memorial,New York,10/15/1966,90NR00871,-73.94728525,40.82137445,POINT (-73.94728525 40.82137445)
Baum-Wallis Farmstead,Rensselaer,1/2/2013,12NR06388,-73.50485342,42.89021534,POINT (-73.50485342 42.89021534)
Frying Pan Shoals Lightship No. 115,New York,1/28/1999,98NR01418,-74.00928331,40.75212589,POINT (-74.00928331 40.75212589)
"Brown, George McKesson, Estate-Coindre Hall",Suffolk,9/26/1985,90NR01926,-73.43632051,40.89387739,POINT (-73.43632051 40.89387739)
General Grant National Memorial,New York,10/15/1966,90NR00870,-73.96304417,40.81343446,POINT (-73.96304417 40.81343446)
"Lawton, George H., House",Albany,10/3/1985,90NR02781,-73.75619328,42.7245392,POINT (-73.75619328 42.7245392)
Bonfoy-Barstow House,Herkimer,8/24/2011,11NR06221,-75.18680852,42.88616699,POINT (-75.18680852 42.88616699)
Delavan Terrace Historic District,Westchester,9/15/1983,90NR02470,-73.8919026,40.94529615,POINT (-73.8919026 40.94529615)
Amos Block,Onondaga,11/16/1978,90NR02112,-76.15435847,43.05074184,POINT (-76.15435847 43.05074184)
Lake View Grange No. 970,Essex,8/27/2013,13NR06452,-73.43545771,44.18582972,POINT (-73.43545771 44.18582972)
Logan Methodist Church,Schuyler,1/26/2001,00NR01710,-76.82838734,42.48741642,POINT (-76.82838734 42.48741642)
"Sidewalk Clock at 522 5th Avenue, Manhattan",New York,4/18/1985,90NR00669,-73.98013428,40.75470325,POINT (-73.98013428 40.75470325)
Kelly Round Barn,Delaware,9/29/1984,90NR00280,-74.59633992,42.20015747,POINT (-74.59633992 42.20015747)
Sherwood Equal Rights Historic District,Cayuga,2/29/2008,07NR05805,-76.62092576,42.76175095,POINT (-76.62092576 42.76175095)
Spring House,Monroe,11/20/1975,90NR01458,-77.54601783,43.10901855,POINT (-77.54601783 43.10901855)
Scottsville Free Library,Monroe,8/5/1994,94NR00738,-77.74993504,43.02002141,POINT (-77.74993504 43.02002141)
Camp Quinipet,Suffolk,10/5/2005,05NR05434,-72.38174515,41.07090028,POINT (-72.38174515 41.07090028)
New York Public Library,New York,10/15/1966,90NR00873,-73.98226745,40.75321168,POINT (-73.98226745 40.75321168)
Warren Masonic Lodge #32,Dutchess,6/5/2007,06NR05619,-73.80371826,41.87839141,POINT (-73.80371826 41.87839141)
Second Tompkins County Courthouse,Tompkins,3/18/1971,90NR02247,-76.49812223,42.44240131,POINT (-76.49812223 42.44240131)
Christ Evangelical English Lutheran Church,Kings,8/30/2007,07NR05736,-73.92865992,40.69226487,POINT (-73.92865992 40.69226487)
West 4th Street Subway Station (IND),New York,3/30/2005,04NR05304,-74.00034567,40.73255358,POINT (-74.00034567 40.73255358)
Montgomery Place,Dutchess,5/2/1975,90NR00323,-73.91860995,42.01274814,POINT (-73.91860995 42.01274814)
City Hall,Clinton,12/12/1973,90NR00194,-73.45205629,44.69925806,POINT (-73.45205629 44.69925806)
United States Post Office-Hudson,Columbia,11/17/1988,90NR00256,-73.78906444,42.25051374,POINT (-73.78906444 42.25051374)
"O'Donohue, C. A., House",Suffolk,9/26/1985,90NR01832,-73.42400857,40.8998945,POINT (-73.42400857 40.8998945)
Cary Building,New York,9/15/1983,90NR00844,-74.0079618,40.71528981,POINT (-74.0079618 40.71528981)
Church of St. Lawrence,Jefferson,5/16/1997,97NR01189,-75.92124491,44.33646763,POINT (-75.92124491 44.33646763)
Parry House,Orange,11/23/1982,90NR02332,-73.96244122,41.36909128,POINT (-73.96244122 41.36909128)
Market Street Row,Dutchess,11/26/1982,90NR00410,-73.93075939,41.70119966,POINT (-73.93075939 41.70119966)
Sidney Historic District,Delaware,9/4/2013,13NR06446,-75.39510059,42.31299318,POINT (-75.39510059 42.31299318)
"Knapp, Timothy, House and Milton Cemetery",Westchester,6/14/1982,90NR02515,-73.68699742,40.96567857,POINT (-73.68699742 40.96567857)
Public School 77 (PS77),Erie,7/24/2017,15NR00140,-78.89200278,42.90927259,POINT (-78.89200278 42.90927259)
Ellis Methodist Episcopal Church,Tompkins,5/27/1993,95NR00807,-76.38352422,42.42594347,POINT (-76.38352422 42.42594347)
Reed-Hulburt House,Monroe,2/16/2016,15NR00116,-77.4529726,43.09321399,POINT (-77.4529726 43.09321399)
Dakin-Coleman Farm,Dutchess,11/22/2000,99NR01478,-73.525385,41.90571932,POINT (-73.525385 41.90571932)
"Brooks, Samuel, House",Orange,3/8/1996,90NR03055,-74.07535811,41.42056696,POINT (-74.07535811 41.42056696)
Academy Street Historic District,Dutchess,11/26/1982,90NR00380,-73.92822921,41.69675909,POINT (-73.92822921 41.69675909)
"East 4th St., House at 37",New York,1/3/1980,90NR00602,-73.99201742,40.72754672,POINT (-73.99201742 40.72754672)
Aubertine Building,Jefferson,9/27/1985,90NR01167,-76.33195044,44.12901807,POINT (-76.33195044 44.12901807)
Barnard Cobblestone House,Livingston,8/31/1989,90NR01383,-77.61636713,42.90289991,POINT (-77.61636713 42.90289991)
Christ Church Complex,Bronx,9/8/1983,90NR00052,-73.90635673,40.89904647,POINT (-73.90635673 40.89904647)
Denton Homestead,Nassau,11/12/2014,14NR06578,-73.66280872,40.64246271,POINT (-73.66280872 40.64246271)
"Bennett, Abel, Tract Historic District",Broome,2/19/2008,07NR05776,-75.93103466,42.09555356,POINT (-75.93103466 42.09555356)
Indian Castle Church,Herkimer,2/18/1971,90NR00583,-74.77758135,43.00271301,POINT (-74.77758135 43.00271301)
1964-1965 New York World?s Fair Carousel,Queens,2/23/2016,15NR00041,-73.84927699,40.74330502,POINT (-73.84927699 40.74330502)
Christ Lutheran Church and Parsonage,Ulster,5/28/2010,09NR06086,-74.39280409,41.71493229,POINT (-74.39280409 41.71493229)
Salisbury Center Grange Hall,Herkimer,2/12/1999,99NR01428,-74.78781396,43.14226278,POINT (-74.78781396 43.14226278)
"Depew Lodge No. 823, Free and Accepted Masons",Erie,11/30/1999,99NR01538,-78.66637425,42.89896494,POINT (-78.66637425 42.89896494)
Barber-Mulligan Farm,Livingston,5/19/1980,90NR01352,-77.71151563,42.93786041,POINT (-77.71151563 42.93786041)
Seneca Falls Village Historic District,Seneca,4/5/1991,90NR03294,-76.79412721,42.91366314,POINT (-76.79412721 42.91366314)
United States Post Office-Niagara Falls,Niagara,5/11/1989,90NR01969,-79.05687478,43.09314675,POINT (-79.05687478 43.09314675)
Customs House,Wayne,5/6/1980,90NR02290,-76.99321726,43.26676644,POINT (-76.99321726 43.26676644)
Substation #17 (IRT),New York,2/9/2006,05NR05417,-73.92624403,40.86005771,POINT (-73.92624403 40.86005771)
"Braman, Joseph, House",Schenectady,4/24/1987,90NR02644,-74.21940227,42.8087362,POINT (-74.21940227 42.8087362)
Bethel AME Church and Manse,Suffolk,9/26/1985,90NR01801,-73.41795234,40.87856509,POINT (-73.41795234 40.87856509)
Montauk Manor,Suffolk,8/23/1984,90NR01792,-71.94921274,41.04865021,POINT (-71.94921274 41.04865021)
Lancaster Municipal Building,Erie,11/30/1999,99NR01532,-78.67029904,42.89992156,POINT (-78.67029904 42.89992156)
Cooper Avenue Row Historic District,Queens,9/30/1983,90NR01597,-73.89047386,40.69806874,POINT (-73.89047386 40.69806874)
Seneca Avenue East Historic District,Queens,9/30/1983,90NR01605,-73.90127813,40.69923446,POINT (-73.90127813 40.69923446)
"Owl's Nest (Eggleston, Edward, Estate)",Warren,11/11/1971,90NR02695,-73.65455583,43.4438131,POINT (-73.65455583 43.4438131)
Camp Wild Air,Franklin,11/7/1986,90NR00497,-74.27444157,44.40896413,POINT (-74.27444157 44.40896413)
Bevier-Wright House,Broome,5/21/2008,08NR05856,-75.89483219,42.13747271,POINT (-75.89483219 42.13747271)
Greene Mansion,Montgomery,12/31/1979,90NR01546,-74.19082559,42.94014189,POINT (-74.19082559 42.94014189)
"Howland, Charles--William H. Chase House",Cayuga,1/5/2005,04NR05330,-76.69007364,42.84434614,POINT (-76.69007364 42.84434614)
"Belden Street, House at 175",Bronx,6/3/1982,90NR00042,-73.78175029,40.83873231,POINT (-73.78175029 40.83873231)
United States Post Office-Walton,Delaware,5/11/1989,90NR00283,-75.12818614,42.169197,POINT (-75.12818614 42.169197)
Town-Hollister Farm,Washington,6/13/2008,05NR05450,-73.3477831,43.44041022,POINT (-73.3477831 43.44041022)
Sand Beach Church,Cayuga,6/10/1975,90NR00098,-76.54666735,42.90339585,POINT (-76.54666735 42.90339585)
Greenport Village Historic District,Suffolk,9/13/1984,90NR01922,-72.36123208,41.10665178,POINT (-72.36123208 41.10665178)
Mill Street Stone Arch Bridge,Ulster,12/16/1996,96NR01063,-74.48280803,42.13385849,POINT (-74.48280803 42.13385849)
Downtown Cohoes Historic District,Albany,9/13/1984,90NR02823,-73.70044893,42.77343904,POINT (-73.70044893 42.77343904)
Decker Building,New York,11/21/2003,03NR05127,-73.99096831,40.73686754,POINT (-73.99096831 40.73686754)
Oneida Armory,Madison,3/2/1995,95NR00774,-75.64946457,43.09363412,POINT (-75.64946457 43.09363412)
St. James Chapel (All Souls Episcopal Church),Suffolk,6/16/2000,97NR01246,-73.14673421,40.91580052,POINT (-73.14673421 40.91580052)
Mooers Riverside Cemetery,Clinton,9/14/2018,18NR00036,-73.5866291,44.95955355,POINT (-73.5866291 44.95955355)
St Mary's Episcopal Church,Otsego,3/17/2015,15NR00001,-74.87672835,42.8282691,POINT (-74.87672835 42.8282691)
Niagara Machine & Tool Works Factory,Erie,3/26/2018,17NR00035,-78.83505076,42.91812711,POINT (-78.83505076 42.91812711)
110th Street-Cathedral Parkway Subway Station (IRT),New York,9/17/2004,04NR05287,-73.96666396,40.80426113,POINT (-73.96666396 40.80426113)
Stone Mills Union Church,Jefferson,12/12/1976,90NR01150,-75.97403199,44.11457935,POINT (-75.97403199 44.11457935)
Colored Musicians Club,Erie,8/28/2018,18NR00029,-78.86789618,42.8864995,POINT (-78.86789618 42.8864995)
"23 Main Street, Nyack",Rockland,6/7/2017,16NR00096,-73.91604115,41.09033075,POINT (-73.91604115 41.09033075)
St. Paul's Evangelical Lutheran Church,Albany,11/2/2016,16NR00057,-74.14066863,42.62622292,POINT (-74.14066863 42.62622292)
Cornell Shops Building,Ulster,,07NR05816,-73.97890781,41.92005739,POINT (-73.97890781 41.92005739)
Kingsford House,Oswego,8/21/1997,97NR01221,-76.51277873,43.45425485,POINT (-76.51277873 43.45425485)
Cobblestone Railroad Pumphouse,Ontario,5/22/1992,92NR00340,-77.46756221,43.00875353,POINT (-77.46756221 43.00875353)
Willsboro School,Essex,3/31/2010,09NR06077,-73.39010387,44.36474087,POINT (-73.39010387 44.36474087)
University Club,Monroe,10/4/1985,90NR01502,-77.59969086,43.1557205,POINT (-77.59969086 43.1557205)
Boyd & Parker Park and Groveland Ambuscade,Livingston,10/1/2009,06NR05667,-77.72368234,42.71769186,POINT (-77.72368234 42.71769186)
"Clark, A. J., Store",Orange,12/6/1996,90NR03226,-74.03380529,41.43557572,POINT (-74.03380529 41.43557572)
African Burial Ground,New York,4/19/1993,93NR00474,-74.00478773,40.71419481,POINT (-74.00478773 40.71419481)
Jamaica Chamber of Commerce Building,Queens,9/8/1983,90NR01585,-73.79917466,40.70561376,POINT (-73.79917466 40.70561376)
St. Peter's Church,Albany,3/16/1972,90NR02843,-73.75401839,42.65099018,POINT (-73.75401839 42.65099018)
Shelburne Playhouse,Sullivan,4/15/2004,03NR05179,-74.73999634,41.77676392,POINT (-74.73999634 41.77676392)
Fort Ontario,Oswego,12/18/1970,90NR02144,-76.50608752,43.4654816,POINT (-76.50608752 43.4654816)
Brockport Rural High School [A.D. Oliver School],Monroe,11/10/2011,10NR06193,-77.94726305,43.20704677,POINT (-77.94726305 43.20704677)
Space Shuttle Enterprise,New York,3/13/2013,12NR06415,-74.00188786,40.76517628,POINT (-74.00188786 40.76517628)
"Corwith, William, House",Suffolk,7/3/2013,02NR01914,-72.30570518,40.93615734,POINT (-72.30570518 40.93615734)
North Salina Street Historic District,Onondaga,9/19/1985,90NR02125,-76.15343102,43.06092561,POINT (-76.15343102 43.06092561)
"Settle, John, Farm",Tioga,3/16/1998,98NR01313,-76.12828136,42.21128346,POINT (-76.12828136 42.21128346)
Trinity Church and Graveyard,New York,12/8/1976,90NR00933,-74.01205616,40.70815597,POINT (-74.01205616 40.70815597)
St. John's Episcopal Church,Fulton,9/24/2004,03NR05189,-74.37316867,43.00679585,POINT (-74.37316867 43.00679585)
DONALD MANN HOUSE,Monroe,6/25/2013,13NR06432,-77.80459435,43.00042656,POINT (-77.80459435 43.00042656)
Niagara County Courthouse,Niagara,5/9/1997,97NR01185,-78.70017799,43.16977739,POINT (-78.70017799 43.16977739)
Chenango Canal and Lock 107,Broome,6/18/2010,08NR05950,-75.84000508,42.24045669,POINT (-75.84000508 42.24045669)
Reformed Church of Newtown Complex,Queens,4/23/1980,90NR01572,-73.87738423,40.73928559,POINT (-73.87738423 40.73928559)
Clinton House,Tompkins,8/12/1971,90NR02249,-76.49941951,42.44011976,POINT (-76.49941951 42.44011976)
Fire Fighter,Richmond,1/1/1989,90NR02851,-74.07112734,40.64339646,POINT (-74.07112734 40.64339646)
Vassar Home for Aged Men,Dutchess,4/13/1972,90NR00372,-73.93108832,41.70527974,POINT (-73.93108832 41.70527974)
Jordanville Public Library,Herkimer,5/24/1984,90NR00587,-74.94713892,42.91537761,POINT (-74.94713892 42.91537761)
"Stoutenburgh, William, House",Dutchess,9/27/1972,90NR00305,-73.91463227,41.78741837,POINT (-73.91463227 41.78741837)
First Baptist Church of Deerfield,Oneida,7/11/1985,90NR02063,-75.20179013,43.11437665,POINT (-75.20179013 43.11437665)
Church of St. Paul the Apostle,New York,12/5/1991,91NR00098,-73.98519838,40.76981159,POINT (-73.98519838 40.76981159)
Lefferts Manor Historic District Boundary Increase,Kings,11/9/2017,17NR00067,-73.95497212,40.65829176,POINT (-73.95497212 40.65829176)
"Esperanza (Rose, John, House)",Yates,12/7/1995,95NR00898,-77.13412845,42.59566046,POINT (-77.13412845 42.59566046)
Requa House,Columbia,11/15/2002,02NR04964,-73.76744441,42.45873794,POINT (-73.76744441 42.45873794)
Terneur-Hutton House,Rockland,4/23/1973,90NR02396,-73.97310502,41.08323094,POINT (-73.97310502 41.08323094)
Methodist Episcopal Church,Tompkins,6/8/1984,90NR02271,-76.29717165,42.49085086,POINT (-76.29717165 42.49085086)
Jackson-Aitken Farm,Delaware,2/20/2003,02NR04992,-74.86923053,42.15712177,POINT (-74.86923053 42.15712177)
Blauvelt-Cropsey Farm,Rockland,1/31/2017,16NR00095,-74.00007747,41.13238625,POINT (-74.00007747 41.13238625)
A. Walsh House,Orange,12/28/2011,01NR01854,-74.10041904,41.43976517,POINT (-74.10041904 41.43976517)
Belcher-Holden Farm,Tioga,12/15/1997,97NR01269,-76.20461525,42.19080447,POINT (-76.20461525 42.19080447)
Primitive Baptist Church of Brookfield,Orange,11/13/1976,90NR02312,-74.47282419,41.39034154,POINT (-74.47282419 41.39034154)
Croswell-Parsons Paper Mill Ruin,Greene,1/9/2008,07NR05725,-73.79976601,42.45933758,POINT (-73.79976601 42.45933758)
Tuthilltown Gristmill,Ulster,6/14/1982,90NR01060,-74.17822293,41.68474306,POINT (-74.17822293 41.68474306)
Dr. Charles Lee House,Oswego,,09NR05992,-76.41536977,43.32499562,POINT (-76.41536977 43.32499562)
State Street-Henry Street Historic District,Broome,6/25/1986,90NR00082,-75.91197681,42.1014305,POINT (-75.91197681 42.1014305)
St. John's Episcopal Church,Oswego,5/27/1993,93NR00458,-76.30034383,43.23150882,POINT (-76.30034383 43.23150882)
Parker Farmhouse,Madison,11/2/1987,90NR01412,-75.85125461,42.91586615,POINT (-75.85125461 42.91586615)
"Gerrty, William S., House",Chemung,2/22/2010,09NR06058,-76.80269752,42.09393341,POINT (-76.80269752 42.09393341)
Jamestown Armory,Chautauqua,1/12/1995,93NR00519,-79.25470856,42.09295454,POINT (-79.25470856 42.09295454)
"Hughes, Langston, House",New York,10/29/1982,90NR00893,-73.94057072,40.8071594,POINT (-73.94057072 40.8071594)
Fort Johnson,Montgomery,11/28/1972,90NR01551,-74.24038363,42.95726292,POINT (-74.24038363 42.95726292)
St. Peter's Episcopal Church,Westchester,7/5/2003,02NR05014,-73.91887354,41.29266629,POINT (-73.91887354 41.29266629)
Hanover Square Historic District,Onondaga,6/22/1976,90NR02108,-76.15097801,43.05025193,POINT (-76.15097801 43.05025193)
First Presbyterian Church Complex (church and manse),St. Lawrence,9/17/2015,15NR00055,-75.46832254,44.33478951,POINT (-75.46832254 44.33478951)
St. Paul's School,Nassau,11/14/1978,91NR00239,-73.64966212,40.72651472,POINT (-73.64966212 40.72651472)
Winged Foot Golf Club,Westchester,6/12/2019,19NR00009,-73.75381276,40.96224662,POINT (-73.75381276 40.96224662)
Eastern Parkway,Kings,9/26/1983,90NR01317,-73.94637558,40.6700651,POINT (-73.94637558 40.6700651)
"Sutherland, Daniel, House",Orange,3/8/1996,90NR03057,-74.03771779,41.43244611,POINT (-74.03771779 41.43244611)
First Presbyterian Church of Chester,Orange,1/7/1998,97NR01267,-74.27785512,41.35708974,POINT (-74.27785512 41.35708974)
Rippleton Schoolhouse,Madison,8/6/1998,98NR01341,-75.86301499,42.92083809,POINT (-75.86301499 42.92083809)
Reynolds House,Dutchess,11/26/1982,90NR00420,-73.92610086,41.69470117,POINT (-73.92610086 41.69470117)
Public School 66,Queens,8/28/2003,03NR05092,-73.84613785,40.69794939,POINT (-73.84613785 40.69794939)
Glens Falls Feeder Canal,Warren,10/25/1985,90NR02738,-73.61193013,43.30391544,POINT (-73.61193013 43.30391544)
Roe Cobblestone Schoolhouse,Wayne,9/17/2008,08NR05878,-76.79718764,43.19000836,POINT (-76.79718764 43.19000836)
Little Falls City Hall,Herkimer,8/24/2011,11NR06230,-74.85552557,43.04452918,POINT (-74.85552557 43.04452918)
"Richardson Hall, Saint Lawrence University",St. Lawrence,5/1/1974,90NR02570,-75.16314407,44.59209375,POINT (-75.16314407 44.59209375)
Nut Grove,Albany,7/30/1974,90NR02815,-73.76876044,42.6336078,POINT (-73.76876044 42.6336078)
Seagram Building,New York,2/24/2006,05NR05533,-73.97214717,40.75846475,POINT (-73.97214717 40.75846475)
Trinity Episcopal Church,St. Lawrence,2/13/2003,99NR01514,-74.98800442,44.66736795,POINT (-74.98800442 44.66736795)
Moser Farm,Lewis,7/30/2010,10NR06102,-75.33203369,43.89189764,POINT (-75.33203369 43.89189764)
Walton Bridge,Essex,11/12/1999,98NR01355,-73.79774122,44.24470943,POINT (-73.79774122 44.24470943)
All Saints Chapel & Morris Family Burial Ground,Otsego,11/24/1997,97NR01281,-75.28824315,42.50918754,POINT (-75.28824315 42.50918754)
Kenyon House,Ulster,12/28/2001,01NR01821,-74.01457848,41.92816089,POINT (-74.01457848 41.92816089)
South Village Historic District,New York,2/24/2014,13NR06489,-74.00208548,40.72873834,POINT (-74.00208548 40.72873834)
Woolworth Building,New York,11/13/1966,90NR00911,-74.008329,40.71246609,POINT (-74.008329 40.71246609)
Seville Hotel,New York,2/24/2005,04NR05318,-73.98580114,40.74453289,POINT (-73.98580114 40.74453289)
St. Benedict Joseph Labre,Queens,1/25/2007,06NR05644,-73.82887826,40.69277444,POINT (-73.82887826 40.69277444)
Howland Library,Dutchess,5/7/1973,90NR00436,-73.96488073,41.50175038,POINT (-73.96488073 41.50175038)
Hurricane Mountain Fire Observation Station,Essex,1/29/2007,05NR05467,-73.70528158,44.2302104,POINT (-73.70528158 44.2302104)
Little Theatre,Monroe,10/4/1985,90NR01496,-77.59789749,43.15620623,POINT (-77.59789749 43.15620623)
Seneca County Courthouse Complex at Ovid,Seneca,12/12/1976,90NR02221,-76.82186721,42.67683587,POINT (-76.82186721 42.67683587)
Henry Whitney House,Broome,3/13/2017,16NR00117,-75.95603101,42.32566973,POINT (-75.95603101 42.32566973)
Gilbertsville Water Works,Otsego,5/18/2011,10NR06184,-75.34020105,42.49437007,POINT (-75.34020105 42.49437007)
Vogt House,Jefferson,11/19/1980,90NR01164,-75.9804609,44.00227195,POINT (-75.9804609 44.00227195)
Brykill,Ulster,9/26/1983,90NR01064,-74.21625085,41.66526288,POINT (-74.21625085 41.66526288)
"Irwin, W. P., Bank Building",Rensselaer,10/3/2007,07NR05742,-73.74704746,42.63835273,POINT (-73.74704746 42.63835273)
Kingsford Historic District,Oswego,1/22/2014,13NR06469,-76.51335358,43.45404613,POINT (-76.51335358 43.45404613)
Dr. Richard Pasternack House,Suffolk,11/15/2010,10NR06169,-73.20403473,40.7256428,POINT (-73.20403473 40.7256428)
"Stone Spillway, National Defense Stockpile Center",Broome,4/20/2004,03NR05075,-75.87642156,42.1546588,POINT (-75.87642156 42.1546588)
United Methodist Church,Seneca,9/24/2004,04NR05263,-76.86115133,42.9059203,POINT (-76.86115133 42.9059203)
"Ferguson, Dr. James, Office",Warren,9/29/1984,90NR02707,-73.63892408,43.31065266,POINT (-73.63892408 43.31065266)
House at 313 North Main Street,Madison,5/23/1986,90NR01430,-75.75524545,43.08422518,POINT (-75.75524545 43.08422518)
"Leetch, Dr. Henry, House",Essex,11/6/1992,90NR02927,-74.12019475,44.32644362,POINT (-74.12019475 44.32644362)
Brick Church Complex,Rockland,9/7/1984,90NR02406,-74.06454689,41.14043266,POINT (-74.06454689 41.14043266)
Lescaze House,New York,5/19/1980,90NR00723,-73.97084675,40.75447472,POINT (-73.97084675 40.75447472)
"Littlefield, Hamilton and Rhoda, House",Oswego,2/26/2002,02NR01891,-76.50399162,43.45698287,POINT (-76.50399162 43.45698287)
Fraunces Tavern,New York,3/6/2008,07NR05804,-74.01134999,40.70340709,POINT (-74.01134999 40.70340709)
Mackay Estate Gate Lodge,Nassau,3/14/1991,90NR03287,-73.64211197,40.79340879,POINT (-73.64211197 40.79340879)
Washington Square Historic District,Oswego,1/25/2010,08NR05932,-76.50464834,43.45683169,POINT (-76.50464834 43.45683169)
Martin A. Quick House,Steuben,3/31/2014,13NR06499,-77.32513757,42.33359127,POINT (-77.32513757 42.33359127)
Reformed Dutch Church Complex,Dutchess,9/2/1993,90NR02899,-73.93598297,41.79259652,POINT (-73.93598297 41.79259652)
Second Baptist Church,Dutchess,1/20/1972,90NR00367,-73.93100876,41.70639985,POINT (-73.93100876 41.70639985)
Woodward Hall,Warren,5/12/2014,13NR06522,-73.79252733,43.36861108,POINT (-73.79252733 43.36861108)
